,article_name,country,revision_id,article_quality,population
27716,Charlotte Hallmark,United States,780295965,Start,"321,234,172"
27717,John Kivela,United States,780449351,Stub,"321,234,172"
27718,Charles E. Potter,United States,780723400,Start,"321,234,172"
27719,Old Tassel,United States,781114162,Start,"321,234,172"
27720,William Oswald Mills,United States,781163541,Start,"321,234,172"
27721,Douglas Hemphill Elliott,United States,781166945,Start,"321,234,172"
27722,Driggs family,United States,781191973,Start,"321,234,172"
27723,John A. Elston,United States,781222627,Start,"321,234,172"
27724,Albert G. Schmedeman,United States,781366957,Start,"321,234,172"
27725,Karl Weidel,United States,781384498,Start,"321,234,172"
27726,Edward Longstreet Bodin,United States,781884186,Start,"321,234,172"
27727,Charles C. P. Arndt,United States,781933847,Start,"321,234,172"
27728,E. H. Crump,United States,782491016,C,"321,234,172"
27729,Ken Clark (politician),United States,782499025,Stub,"321,234,172"
27730,Alexander P. Crittenden,United States,782584155,Start,"321,234,172"
27731,Pedro Agulto Tenorio,United States,782898594,Start,"321,234,172"
27732,Joan Jett Blakk,United States,782924806,Start,"321,234,172"
27733,Christopher Augustine Buckley,United States,783072997,Start,"321,234,172"
27734,Kristen Cox,United States,783165483,Start,"321,234,172"
27735,Lupe Valdez,United States,783269147,C,"321,234,172"
27736,Jos：? Francisco Chaves,United States,783280325,Start,"321,234,172"
27737,Margaret D. Tutwiler,United States,783419710,Start,"321,234,172"
27738,Mari Maseng Will,United States,783439515,Start,"321,234,172"
27739,Deborah McFadden,United States,783479486,Start,"321,234,172"
27740,Torrey Westrom,United States,783489667,Start,"321,234,172"
27741,Mark Dudzic,United States,783579413,Stub,"321,234,172"
27742,Mark Sanchez (politician),United States,783612516,C,"321,234,172"
27743,Paul Babeu,United States,783821571,GA,"321,234,172"
27744,Tony Miller (California),United States,784138992,Start,"321,234,172"
27745,Barbara Boggs Sigmund,United States,784238885,Start,"321,234,172"
27746,Edward C. Krause,United States,784341891,Stub,"321,234,172"
27747,Melissa Helmbrecht,United States,784404386,C,"321,234,172"
27748,Alfred R. Lea,United States,784534150,Stub,"321,234,172"
27749,Felix Grundy McConnell,United States,784549737,Start,"321,234,172"
27750,Davis political family,United States,784552501,B,"321,234,172"
27751,Fish family,United States,784689730,C,"321,234,172"
27752,Jack Williams (American politician),United States,784763652,C,"321,234,172"
27753,Mike Swoboda,United States,785078831,Start,"321,234,172"
27754,Deirdre Griswold,United States,785282540,Stub,"321,234,172"
27755,Teresa Gutierrez,United States,785321223,Stub,"321,234,172"
27756,Reino A. Perala,United States,785450274,Stub,"321,234,172"
27757,Henry J. Tasca,United States,785593317,Stub,"321,234,172"
27758,Thomas D. Schall,United States,785838448,Start,"321,234,172"
27759,Michael V. Lee,United States,785884411,Stub,"321,234,172"
27760,John Morse (US politician),United States,785976706,C,"321,234,172"
27761,Stephen Watt,United States,786014383,Start,"321,234,172"
27762,Van H. Wanggaard,United States,786018917,Start,"321,234,172"
27763,Dan McConchie,United States,786110207,C,"321,234,172"
27764,George McGovern in popular culture,United States,786447819,Start,"321,234,172"
27765,David H. Locke,United States,786506579,Stub,"321,234,172"
27766,List of Latino Republicans,United States,786507820,C,"321,234,172"
27767,Frederic Jesup Stimson,United States,786507898,Stub,"321,234,172"
27768,Frank N. Costa,United States,786513823,Start,"321,234,172"
27769,J. Quinn Brisben,United States,786547471,C,"321,234,172"
27770,Ron Galperin,United States,786972205,Start,"321,234,172"
27771,List of American professional sports figures who held elective office,United States,787008529,Start,"321,234,172"
27772,"Thomas ""Bud"" Brady",United States,787014919,C,"321,234,172"
27773,Henry Cooper (U.S. Senator),United States,787194577,Start,"321,234,172"
27774,Jacob L. Martin,United States,787244101,Stub,"321,234,172"
27775,Andrew O'Brien (politician),United States,787279291,Start,"321,234,172"
27776,Juan Hernandez (political advisor),United States,787332100,Start,"321,234,172"
27777,Nancy Halliday Ely-Raphel,United States,787352545,Start,"321,234,172"
27778,Richard M. Moose,United States,787366120,Stub,"321,234,172"
27779,Thomas T. Riley,United States,787378692,Start,"321,234,172"
27780,Albert Patterson,United States,787496972,C,"321,234,172"
27781,Mary Previte,United States,787551762,Start,"321,234,172"
27782,Jessica Upshaw,United States,787834595,Stub,"321,234,172"
27783,John P. Slough,United States,787864260,C,"321,234,172"
27784,List of chairpersons of the College Republicans,United States,788278977,Start,"321,234,172"
27785,Dean Watkins,United States,788291574,Stub,"321,234,172"
27786,Tim Rieser,United States,788375638,Start,"321,234,172"
27787,Sam Kooiker,United States,788378814,C,"321,234,172"
27788,Tommy Tanaka,United States,788439272,Start,"321,234,172"
27789,Steuart family,United States,788471046,B,"321,234,172"
27790,Tom Pendergast,United States,788533743,C,"321,234,172"
27791,Almon W. Babbitt,United States,788635538,C,"321,234,172"
27792,Wentworth family,United States,788945328,B,"321,234,172"
27793,Angela Giron,United States,789196362,C,"321,234,172"
27794,Ernest Morrell,United States,789215364,C,"321,234,172"
27795,Rick Romley,United States,789379900,Start,"321,234,172"
27796,Patrick F. McDonough,United States,789394274,Stub,"321,234,172"
27797,William Goebel,United States,789485309,GA,"321,234,172"
27798,Joseph B. Keenan,United States,789712434,Stub,"321,234,172"
27799,Arthur C. Watson,United States,789816636,C,"321,234,172"
27800,Woodrow Stanley,United States,789833501,Start,"321,234,172"
27801,Frank B. Brandegee,United States,789907556,C,"321,234,172"
27802,Levi Tillemann,United States,789943338,C,"321,234,172"
27803,Steven Engel,United States,789966772,Stub,"321,234,172"
27804,Pratt family,United States,790080674,GA,"321,234,172"
27805,Rusty Kidd,United States,790113228,Stub,"321,234,172"
27806,Brian Sullivan (district attorney),United States,790150115,Start,"321,234,172"
27807,Anna M. Rosenberg,United States,790272716,Start,"321,234,172"
27808,John S.R. Shad,United States,790278527,Stub,"321,234,172"
27809,Josiah Henry Combs,United States,790358159,C,"321,234,172"
27810,Neal Foster,United States,790519006,Start,"321,234,172"
27811,Richard Foster (Alaska politician),United States,790519084,Start,"321,234,172"
27812,Albert Kookesh,United States,790519785,Start,"321,234,172"
27813,Benjamin Nageak,United States,790521491,Start,"321,234,172"
27814,Donny Olson,United States,790521557,Start,"321,234,172"
27815,Woodie Salmon,United States,790522733,Start,"321,234,172"
27816,Dean Westlake,United States,790523186,Stub,"321,234,172"
27817,George J. Karb,United States,790535957,Start,"321,234,172"
27818,Joseph Wayne Mercer,United States,790555177,Start,"321,234,172"
27819,Elijah Gates,United States,790562453,Start,"321,234,172"
27820,Margarethe Cammermeyer,United States,790568079,Start,"321,234,172"
27821,Darci Vetter,United States,790580372,Start,"321,234,172"
27822,William H. Brawley,United States,790710255,Start,"321,234,172"
27823,Thomas C. Hindman,United States,790747992,GA,"321,234,172"
27824,William B. Slaughter,United States,790748697,Start,"321,234,172"
27825,John Hicklin Hall,United States,790752591,C,"321,234,172"
27826,Audrey P. Beck,United States,790854428,Start,"321,234,172"
27827,Beecher family,United States,790929395,C,"321,234,172"
27828,Louis Carpenter (judge),United States,790975446,Start,"321,234,172"
27829,Julien Gunn,United States,791396847,Stub,"321,234,172"
27830,Bill Evans (politician),United States,791429003,C,"321,234,172"
27831,Bill Gwatney,United States,791431553,Start,"321,234,172"
27832,A. A. Ames,United States,791732995,C,"321,234,172"
27833,Bobby Carter,United States,791815119,Start,"321,234,172"
27834,Claybourn ：C Claiborne ：C Clayborn family,United States,791866288,Start,"321,234,172"
27835,John Sandy,United States,791962485,Start,"321,234,172"
27836,List of Italian-American politicians by state,United States,792015412,C,"321,234,172"
27837,Nancy Lord,United States,792120129,Start,"321,234,172"
27838,Spencer Darwin Pettis,United States,792301200,C,"321,234,172"
27839,Mary Garrett Hay,United States,792504448,C,"321,234,172"
27840,Anita Lee Blair,United States,792517818,Start,"321,234,172"
27841,Mike O'Callaghan,United States,792531046,C,"321,234,172"
27842,John Brooks (mayor),United States,792620625,Stub,"321,234,172"
27843,Delmas H. Nucker,United States,792667220,Stub,"321,234,172"
27844,Caleb Crosby,United States,792857662,Stub,"321,234,172"
27845,Harry E. Claiborne,United States,792997376,FA,"321,234,172"
27846,Cannon family,United States,793042940,GA,"321,234,172"
27847,John F. Smulski,United States,793092275,Stub,"321,234,172"
27848,Carlos ?lvarez (mayor),United States,793186778,C,"321,234,172"
27849,Price Daniel Jr.,United States,793264615,C,"321,234,172"
27850,Charles Lucas (Missouri),United States,793509733,Start,"321,234,172"
27851,Bo Williams,United States,793668525,Start,"321,234,172"
27852,Charles R. Brayton,United States,793698226,C,"321,234,172"
27853,Edward Gilbert,United States,793780837,Start,"321,234,172"
27854,Gerard Robinson,United States,793825081,Stub,"321,234,172"
27855,"Tom J. Bordonaro, Jr.",United States,793909337,Stub,"321,234,172"
27856,Robert McLane,United States,793913490,C,"321,234,172"
27857,Nicholas Fish II,United States,793920567,Start,"321,234,172"
27858,Nelson G. Gross,United States,793920627,C,"321,234,172"
27859,Roberto Arango,United States,793973758,C,"321,234,172"
27860,Emperor Brim,United States,794081016,Stub,"321,234,172"
27861,Benjamin Cruz,United States,794287186,C,"321,234,172"
27862,Celebrezze family,United States,794389935,Start,"321,234,172"
27863,Larry Kenck,United States,794416814,Start,"321,234,172"
27864,Marion Zioncheck,United States,794456450,C,"321,234,172"
27865,Bob Shamansky,United States,794470010,Start,"321,234,172"
27866,Charles Jordan (government official),United States,794563613,Start,"321,234,172"
27867,David C. Broderick,United States,794580760,C,"321,234,172"
27868,Cuomo family,United States,794581658,Start,"321,234,172"
27869,Vincent A. Marchiselli,United States,794584623,Start,"321,234,172"
27870,Jeremiah Russell,United States,794586378,Start,"321,234,172"
27871,Thomas C. Campbell,United States,794589646,Start,"321,234,172"
27872,Tanya Melich,United States,794592981,Start,"321,234,172"
27873,Charles D. Millard,United States,794593033,Stub,"321,234,172"
27874,Bill Nojay,United States,794593383,C,"321,234,172"
27875,Whitney North Seymour,United States,794594535,Start,"321,234,172"
27876,C. Tracey Stagg,United States,794594822,Start,"321,234,172"
27877,Verne L. Reynolds,United States,794666842,Stub,"321,234,172"
27878,Preston King (politician),United States,794666861,Start,"321,234,172"
27879,Maura DeLuca,United States,794667250,Stub,"321,234,172"
27880,Arrin Hawkins,United States,794667259,Start,"321,234,172"
27881,Matilde Zimmermann,United States,794667296,Start,"321,234,172"
27882,Daley family,United States,794682497,Stub,"321,234,172"
27883,Ludington family,United States,794682505,GA,"321,234,172"
27884,Alfred Kohlberg,United States,794745000,Start,"321,234,172"
27885,James W. Holley III,United States,794767172,C,"321,234,172"
27886,Josh Miller (politician),United States,794768894,C,"321,234,172"
27887,Ryan Butler,United States,794772692,Start,"321,234,172"
27888,Micah Kellner,United States,794811011,C,"321,234,172"
27889,Joseph C. Eversole,United States,794970822,B,"321,234,172"
27890,Paul Morton,United States,795141838,Start,"321,234,172"
27891,Ben C. Henley,United States,795143032,Start,"321,234,172"
27892,Rodney Alexander,United States,795407779,C,"321,234,172"
27893,Ralph Hall,United States,795409751,GA,"321,234,172"
27894,Craig T. Smith,United States,795422257,Stub,"321,234,172"
27895,Wallace Townsend,United States,795508654,C,"321,234,172"
27896,Harry M. Caudill,United States,795537409,C,"321,234,172"
27897,Floyd Spence,United States,795548632,C,"321,234,172"
27898,Greg Laughlin,United States,795555206,Start,"321,234,172"
27899,Philo H. Olmsted,United States,795574330,Stub,"321,234,172"
27900,Bob C. Riley,United States,795649853,Start,"321,234,172"
27901,Curt Kalk,United States,795653748,Start,"321,234,172"
27902,George LeBreton,United States,795701332,Start,"321,234,172"
27903,William Thornton (immigrant),United States,795731514,B,"321,234,172"
27904,Richard Cocke,United States,795733384,C,"321,234,172"
27905,Jimmy Hayes,United States,795810214,Start,"321,234,172"
27906,Paul H. Scott,United States,795820464,Start,"321,234,172"
27907,John Carmichael (Kansas politician),United States,795835405,Stub,"321,234,172"
27908,Gracia Hillman,United States,795838141,Start,"321,234,172"
27909,Nancy Ballance,United States,795879171,Stub,"321,234,172"
27910,Jon Knokey,United States,795879205,Stub,"321,234,172"
27911,Theresa Manzella,United States,795879264,Stub,"321,234,172"
27912,Fred Anderson (Montana politician),United States,795879300,Stub,"321,234,172"
27913,Tom Welch (politician),United States,795879322,Stub,"321,234,172"
27914,Kirk Wagoner,United States,795879350,Stub,"321,234,172"
27915,Adam Hertz,United States,795879399,Stub,"321,234,172"
27916,Denley Loge,United States,795879442,Stub,"321,234,172"
27917,Mark Noland,United States,795879474,Stub,"321,234,172"
27918,Frank Garner,United States,795879498,Stub,"321,234,172"
27919,Matt Regier,United States,795879568,Stub,"321,234,172"
27920,Steve Gunderson (Montana politician),United States,795879572,Stub,"321,234,172"
27921,Jedediah Hinkle,United States,795879582,Stub,"321,234,172"
27922,Tom Richmond (Montana politician),United States,795879598,Stub,"321,234,172"
27923,Roger Webb (politician),United States,795879603,Stub,"321,234,172"
27924,Jason Small (Montana politician),United States,795879608,Stub,"321,234,172"
27925,Steve Hinebauch,United States,795879615,Stub,"321,234,172"
27926,Mike Lang (Montana politician),United States,795879617,Stub,"321,234,172"
27927,Russel Tempel,United States,795879621,Stub,"321,234,172"
27928,Albert Olszewski,United States,795879624,Stub,"321,234,172"
27929,Pat Connell,United States,795879628,Stub,"321,234,172"
27930,Terry Gauthier,United States,795879633,Stub,"321,234,172"
27931,Solomon P. Sharp,United States,795881968,GA,"321,234,172"
27932,Duck for President,United States,795978666,Start,"321,234,172"
27933,Terry Considine,United States,796034138,Start,"321,234,172"
27934,Steven Simon,United States,796035420,Stub,"321,234,172"
27935,Frank H. Warder,United States,796035471,Stub,"321,234,172"
27936,Joelle Fishman,United States,796035509,Stub,"321,234,172"
27937,Charles C. Lips,United States,796035520,Stub,"321,234,172"
27938,William Jefferies Jr.,United States,796035770,Stub,"321,234,172"
27939,Robert I. Johnson,United States,796035794,Stub,"321,234,172"
27940,Steven W. Churchill,United States,796035960,Start,"321,234,172"
27941,Matthew O'Shea,United States,796035982,Stub,"321,234,172"
27942,James W. Mason,United States,796036029,Start,"321,234,172"
27943,Vanleer Polk,United States,796036144,Start,"321,234,172"
27944,Martha Farmer Brewer,United States,796036412,Stub,"321,234,172"
27945,Ed Jackson (Tennessee politician),United States,796036494,Start,"321,234,172"
27946,John A. Polk,United States,796036512,Start,"321,234,172"
27947,David Parker (Mississippi politician),United States,796036522,Start,"321,234,172"
27948,Chad McMahan,United States,796036544,Stub,"321,234,172"
27949,Erven T. Nelson,United States,796036564,Start,"321,234,172"
27950,Brent A. Jones,United States,796036642,Start,"321,234,172"
27951,Jill Dickman,United States,796036719,Start,"321,234,172"
27952,Robin L. Titus,United States,796036847,Start,"321,234,172"
27953,John Moore (Nevada politician),United States,796036862,Start,"321,234,172"
27954,Henry P. Sullivan,United States,796036891,Start,"321,234,172"
27955,Leonard W. Buck,United States,796036942,Start,"321,234,172"
27956,Alfred A. Lama,United States,796036979,Start,"321,234,172"
27957,Sidney A. Marchand,United States,796036987,Start,"321,234,172"
27958,Theodore J. Marchand,United States,796037024,Stub,"321,234,172"
27959,Charmaine Marchand-Stiaes,United States,796037041,Stub,"321,234,172"
27960,Michael Dively,United States,796037071,Start,"321,234,172"
27961,Jean-Paul Coussan,United States,796037617,Start,"321,234,172"
27962,Kathleen Merrigan,United States,796040133,Start,"321,234,172"
27963,Jim Shelton,United States,796095475,Start,"321,234,172"
27964,Mary Cal Hollis,United States,796167100,Start,"321,234,172"
27965,Monica Moorehead,United States,796167539,Start,"321,234,172"
27966,Mike Hopkins (politician),United States,796204377,Stub,"321,234,172"
27967,B. T. Collins,United States,796300514,C,"321,234,172"
27968,List of United States politicians with doctorates,United States,796321986,Start,"321,234,172"
27969,Stacie Laughton,United States,796345224,Start,"321,234,172"
27970,Charles Bowles,United States,796451244,C,"321,234,172"
27971,William Flynt Nichols,United States,796515756,Start,"321,234,172"
27972,Amy Tuck,United States,796753284,Start,"321,234,172"
27973,Videt Carmichael,United States,796753459,Start,"321,234,172"
27974,Stanford Morse,United States,796758810,GA,"321,234,172"
27975,Audrey Gelman,United States,797015825,Start,"321,234,172"
27976,Barry S. Wynn,United States,797049556,Stub,"321,234,172"
27977,Michael Ranzenhofer,United States,797094937,Start,"321,234,172"
27978,V：?ctor Castro (landowner),United States,797097345,Start,"321,234,172"
27979,Brad Courtney,United States,797098442,Start,"321,234,172"
27980,C. Louis Kincannon,United States,797133197,Start,"321,234,172"
27981,Cabot family,United States,797136951,B,"321,234,172"
27982,Caren Merrick,United States,797149477,Start,"321,234,172"
27983,Carl Venne,United States,797150597,Stub,"321,234,172"
27984,Bob Ryan (mayor),United States,797223921,C,"321,234,172"
27985,Clementa C. Pinckney,United States,797258429,GA,"321,234,172"
27986,Chris Simcox,United States,797291537,C,"321,234,172"
27987,Whitfield family of the United States,United States,797307861,GA,"321,234,172"
27988,Deb Callahan,United States,797339419,Start,"321,234,172"
27989,Margaret Wright (American politician),United States,797362699,Stub,"321,234,172"
27990,Nickey Browning,United States,797362969,Stub,"321,234,172"
27991,John Bell Williams,United States,797422904,C,"321,234,172"
27992,John M. Clayton (Arkansas),United States,797424208,Start,"321,234,172"
27993,Eugene Atkinson,United States,797445717,Start,"321,234,172"
27994,Andy Ireland,United States,797446083,Start,"321,234,172"
27995,James W. Grant,United States,797446113,Start,"321,234,172"
27996,Eli Houston Murray,United States,797469359,Start,"321,234,172"
27997,Allan Rosenberg (spy),United States,797566520,C,"321,234,172"
27998,J. Kirk Sullivan,United States,797682606,C,"321,234,172"
27999,Michael P. Mullin,United States,797710302,Stub,"321,234,172"
28000,Trent Clark (politician),United States,797794627,C,"321,234,172"
28001,Frederick W. M. Holliday,United States,797972524,Start,"321,234,172"
28002,Rocky Suhayda,United States,797974170,Start,"321,234,172"
28003,Crowninshield family,United States,797990810,C,"321,234,172"
28004,Kent Williams (politician),United States,798029256,C,"321,234,172"
28005,Clay Davis,United States,798164565,C,"321,234,172"
28006,George Landrith,United States,798165504,C,"321,234,172"
28007,John J. Carson,United States,798242765,Start,"321,234,172"
28008,Russell Pearce,United States,798250934,GA,"321,234,172"
28009,Huntington family,United States,798258646,C,"321,234,172"
28010,Ronald D. Castille,United States,798274511,C,"321,234,172"
28011,George Washington Adams,United States,798284432,C,"321,234,172"
28012,Jim Gilchrist,United States,798306105,C,"321,234,172"
28013,George W. Ashburn,United States,798311879,C,"321,234,172"
28014,J. Steven Griles,United States,798341059,C,"321,234,172"
28015,J. W. Robinson (mayor),United States,798341137,Start,"321,234,172"
28016,Jack Davis (industrialist),United States,798343125,GA,"321,234,172"
28017,James E. West (politician),United States,798354186,C,"321,234,172"
28018,James J. Reynolds,United States,798356368,Start,"321,234,172"
28019,James R. Tanner,United States,798359416,GA,"321,234,172"
28020,Christy Goldfuss,United States,798360902,Stub,"321,234,172"
28021,Maura Healey,United States,798375349,C,"321,234,172"
28022,Jim Jordan (political consultant),United States,798405048,Start,"321,234,172"
28023,Joe Vogler,United States,798418102,C,"321,234,172"
28024,John P. Wheeler III,United States,798439249,C,"321,234,172"
28025,John S. Herrington,United States,798441576,Start,"321,234,172"
28026,Adele Morris,United States,798446583,Start,"321,234,172"
28027,Kara Stein,United States,798496573,Start,"321,234,172"
28028,Kevin Sullivan (communications professional),United States,798526086,Start,"321,234,172"
28029,Lee C. White,United States,798611065,Start,"321,234,172"
28030,James E. Davis (councilman),United States,798612322,C,"321,234,172"
28031,Leon Jordan,United States,798612337,C,"321,234,172"
28032,Jesse Spikes,United States,798615865,Start,"321,234,172"
28033,Peter Lawson Jones,United States,798615883,Start,"321,234,172"
28034,Arthur Teele,United States,798615991,C,"321,234,172"
28035,Rushern Baker IV,United States,798665641,Start,"321,234,172"
28036,Gaylord J. Clarke,United States,798682011,Start,"321,234,172"
28037,Jonathan Cilley,United States,798682635,C,"321,234,172"
28038,Cornelius S. Hamilton,United States,798684146,Start,"321,234,172"
28039,Frank Hatton (U.S. politician),United States,798684380,Start,"321,234,172"
28040,James M. Hinds,United States,798736535,C,"321,234,172"
28041,Herschel L. Carnahan,United States,798740930,Stub,"321,234,172"
28042,List of politicians affiliated with the Tea Party movement,United States,798803407,B,"321,234,172"
28043,Daniel Johnson (naval officer),United States,798856013,Start,"321,234,172"
28044,Marion Christopher Barry,United States,798895703,GA,"321,234,172"
28045,List of assassinated American politicians,United States,798917443,B,"321,234,172"
28046,Frank Steunenberg,United States,798920722,C,"321,234,172"
28047,Mattie Pinnette,United States,798934064,Start,"321,234,172"
28048,Max Cleland,United States,798937177,C,"321,234,172"
28049,Michael A. Hess,United States,798973710,Start,"321,234,172"
28050,Michael A. McManus Jr.,United States,798973740,Stub,"321,234,172"
28051,Patty Wetterling,United States,799028568,C,"321,234,172"
28052,Ron Ehli,United States,799061535,Stub,"321,234,172"
28053,David B. Henderson,United States,799081064,C,"321,234,172"
28054,Billie Sutton,United States,799118912,Start,"321,234,172"
28055,William David Upshaw,United States,799136515,Start,"321,234,172"
28056,James I. Loeb,United States,799136692,C,"321,234,172"
28057,Henry A. Melvin,United States,799211603,Start,"321,234,172"
28058,David Safavian,United States,799223779,C,"321,234,172"
28059,Victor Vifquain,United States,799236587,C,"321,234,172"
28060,William H. Withington,United States,799236624,Stub,"321,234,172"
28061,James H. Harris,United States,799236686,Start,"321,234,172"
28062,Martin T. McMahon,United States,799237084,C,"321,234,172"
28063,John H. Moffitt,United States,799237132,Start,"321,234,172"
28064,Henry H. Bingham,United States,799237531,C,"321,234,172"
28065,John C. Black,United States,799237614,B,"321,234,172"
28066,Hubert Dilger,United States,799237748,Start,"321,234,172"
28067,Guy Vernor Henry,United States,799237807,Start,"321,234,172"
28068,William Y. W. Ripley,United States,799237933,B,"321,234,172"
28069,Amos J. Cummings,United States,799238099,Start,"321,234,172"
28070,John C. Robinson,United States,799238154,B,"321,234,172"
28071,Thomas W. Bradley,United States,799238275,C,"321,234,172"
28072,William Joyce Sewell,United States,799238310,C,"321,234,172"
28073,Henry A. du Pont,United States,799238641,C,"321,234,172"
28074,William E. Simonds,United States,799238901,Start,"321,234,172"
28075,Webb Hayes,United States,799239335,Start,"321,234,172"
28076,Willis W. Bradley,United States,799239505,C,"321,234,172"
28077,Clyde L. Choate,United States,799240260,C,"321,234,172"
28078,Peter J. Dalessandro,United States,799240386,Start,"321,234,172"
28079,Nathan Green Gordon,United States,799240429,C,"321,234,172"
28080,Tucker P. Smith,United States,799241413,Stub,"321,234,172"
28081,Leo K. Thorsness,United States,799241662,GA,"321,234,172"
28082,Brooke Ellison,United States,799284067,Start,"321,234,172"
28083,Norm Semanko,United States,799300226,C,"321,234,172"
28084,Norm Wolfinger,United States,799300265,C,"321,234,172"
28085,Samuel E. Pingree,United States,799305133,C,"321,234,172"
28086,Oscar R. Ewing,United States,799328317,C,"321,234,172"
28087,Andrew Davidson (soldier),United States,799332403,Start,"321,234,172"
28088,Lyman Trumbull,United States,799380364,C,"321,234,172"
28089,Lynn Frazier,United States,799388822,Start,"321,234,172"
28090,Otis family,United States,799414334,B,"321,234,172"
28091,Edward J. Brundage,United States,799448205,Start,"321,234,172"
28092,Sonia Johnson,United States,799505429,C,"321,234,172"
28093,Leo Ryan,United States,799528192,GA,"321,234,172"
28094,Political positions of Jeb Bush,United States,799542005,B,"321,234,172"
28095,Political positions of Sarah Palin,United States,799542168,B,"321,234,172"
28096,Sara Flounders,United States,799576966,Start,"321,234,172"
28097,Denise Juneau,United States,799611429,C,"321,234,172"
28098,Benjamin F. Tracy,United States,799634548,C,"321,234,172"
28099,Van Rensselaer (family),United States,799646889,C,"321,234,172"
28100,Jos：? Sarria,United States,799649001,FA,"321,234,172"
28101,Charles Frankel,United States,799654475,Start,"321,234,172"
28102,Biden family,United States,799748512,Start,"321,234,172"
28103,Jose Aristimu?o,United States,799768653,Stub,"321,234,172"
28104,Nick Shalosky,United States,799829904,B,"321,234,172"
28105,Public image of Mike Huckabee,United States,799852266,B,"321,234,172"
28106,Public image of Mitt Romney,United States,799852277,FA,"321,234,172"
28107,Public image of Rudy Giuliani,United States,799852293,GA,"321,234,172"
28108,Public image of Sarah Palin,United States,799852308,B,"321,234,172"
28109,R. M. Wanamaker,United States,799867185,Start,"321,234,172"
28110,Raj Date,United States,799879909,Start,"321,234,172"
28111,Randy Hopper,United States,799885588,C,"321,234,172"
28112,Rich Eychaner,United States,799933274,Start,"321,234,172"
28113,Richard J. Griffin,United States,799940018,Start,"321,234,172"
28114,Samuel M. Lambert,United States,800067435,Stub,"321,234,172"
28115,Sarasota Assassination Society,United States,800077011,C,"321,234,172"
28116,Carl Choisser,United States,800079152,Stub,"321,234,172"
28117,John M. Bolton,United States,800087209,Stub,"321,234,172"
28118,Craig Huey,United States,800144885,GA,"321,234,172"
28119,Doris Allen (politician),United States,800253145,Start,"321,234,172"
28120,Don Owen (news anchor),United States,800275688,C,"321,234,172"
28121,Donald Jeffrey Large,United States,800299837,C,"321,234,172"
28122,Donald Manes,United States,800303793,Start,"321,234,172"
28123,Robert Smith Vance,United States,800378745,C,"321,234,172"
28124,Doug Hoffman,United States,800400804,C,"321,234,172"
28125,Kit Bond,United States,800443919,C,"321,234,172"
28126,Charles Bent,United States,800516402,C,"321,234,172"
28127,Susan Tierney,United States,800607565,Start,"321,234,172"
28128,List of minority governors and lieutenant governors in the United States,United States,800638438,B,"321,234,172"
28129,Stephanie Hannon,United States,800692309,Start,"321,234,172"
28130,Taft family,United States,800750042,GA,"321,234,172"
28131,Stephanie Schriock,United States,800779451,Start,"321,234,172"
28132,Jackson family of West Virginia,United States,800785078,Start,"321,234,172"
28133,Van Cortlandt family,United States,800871691,Start,"321,234,172"
28134,Jennifer Gale,United States,800881001,C,"321,234,172"
28135,Theodore Joslin,United States,800947016,Start,"321,234,172"
28136,Thomas Boylston Adams (1910：C1997),United States,800957254,Start,"321,234,172"
28137,Thomas Lowndes Snead,United States,800961804,Start,"321,234,172"
28138,Thomas M. Hodgson,United States,800961966,Start,"321,234,172"
28139,Thomas W. Hyde,United States,800964866,C,"321,234,172"
28140,Aysh-ke-bah-ke-ko-zhay,United States,800989655,Stub,"321,234,172"
28141,James Langevin,United States,800991757,GA,"321,234,172"
28142,Tony Coelho,United States,801002772,C,"321,234,172"
28143,Edison Real Bird,United States,801009679,Stub,"321,234,172"
28144,Chuck Graham,United States,801038355,Start,"321,234,172"
28145,Udall family,United States,801050452,C,"321,234,172"
28146,United States Children's Bureau,United States,801061518,B,"321,234,172"
28147,Clayton family,United States,801104860,Start,"321,234,172"
28148,Jason Rae,United States,801109736,C,"321,234,172"
28149,Jack Deveraux,United States,801125891,C,"321,234,172"
28150,Linda Moore (businesswoman),United States,801144750,C,"321,234,172"
28151,Edwin Stanton McCook,United States,801184528,Start,"321,234,172"
28152,Larry McDonald,United States,801186962,B,"321,234,172"
28153,William Bulger,United States,801246654,C,"321,234,172"
28154,William H. Frankhauser,United States,801252303,Start,"321,234,172"
28155,William H. Lash,United States,801252456,Stub,"321,234,172"
28156,William J. Henderson,United States,801255343,Stub,"321,234,172"
28157,Women in the Black Panther Party,United States,801284282,Start,"321,234,172"
28158,Byron M. Cutcheon,United States,801288994,C,"321,234,172"
28159,Horatio Collins King,United States,801289746,Start,"321,234,172"
28160,Richard Grenell,United States,801411518,Start,"321,234,172"
28161,Suzanne Chun Oakland,United States,801438901,Stub,"321,234,172"
28162,Julie Kirchner,United States,801444165,Stub,"321,234,172"
28163,Mo Udall,United States,801454959,C,"321,234,172"
28164,Cyrus Habib,United States,801482128,C,"321,234,172"
28165,Florence Jaffray Harriman,United States,801497817,GA,"321,234,172"
28166,Isaac S. Catlin,United States,801512271,GA,"321,234,172"
28167,Ogden R. Reid,United States,801519440,GA,"321,234,172"
28168,Gavrielle Holmes,United States,801600439,Stub,"321,234,172"
28169,Nancy Nord,United States,801601799,C,"321,234,172"
28170,Christopher J. Ward,United States,801606821,Start,"321,234,172"
28171,Pamela Harriman,United States,801613040,C,"321,234,172"
